id,rank,name,nat,age,birth,turned_pro,weight,height,plays,aces,double_faults,f_serve,f_serve_won,s_serve_won,break_faced,break_saved,serve_played,serve_won,serve_points_won,re_f_serve_won,re_s_serve_won,break_opp,break_conv,re_games_played,re_games_won,re_points_won,total_points_won,prize,prize_year,score,score_year,coach,place_birth,residence
1200,1201,BorisArias,BOL,24.0,1993.11.09,,76.0,185.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,20485,1676.0,1-1,1-0,"DannyBryan,HoracioValenzuela,RodrigoVillarroel",LaPaz,Bolivia
1201,1202,OndrejKrstev,CZE,21.0,1997.06.13,,,,"Left-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,12662,1710.0,0-0,0-0,,"Pilsen,CzechRepublic",
1202,1203,VladimirPolyakov,RUS,24.0,1994.06.18,,73.0,178.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,32567,2718.0,0-0,0-0,,"Moscow,Russia","Moscow,Russia"
1203,1204,SanderGille,BEL,27.0,1991.01.15,,75.0,185.0,"Right-Handed,One-Handed",,,,,,,,,,,,,,,,,,,85484,1093.0,0-0,0-0,,"Hasselt,Belgium","Hasselt,Belgium"
1204,1205,AntonioSancic,CRO,29.0,1988.11.23,2008.0,82.0,180.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,217949,,0-0,0-0,MarkoToic,"Brezice,Slovenia","Samobor,Croatia"
1205,1206,LuisDavidMartinez,VEN,29.0,1989.05.12,,76.0,178.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,103738,936.0,7-7,0-0,MauriceRuah,"Barquisimeto,Venezuela","Barquisimeto,Venezuela"
1206,1207,GreyHamilton,USA,21.0,1996.09.30,,,,,,,,,,,,,,,,,,,,,,,1428,1428.0,0-0,0-0,,,
1207,1208,ChenheLi,CHN,17.0,2001.07.28,,,,,,,,,,,,,,,,,,,,,,,1930,1590.0,0-0,0-0,,,
1208,1209,BrianShi,USA,18.0,2000.02.24,,,,,,,,,,,,,,,,,,,,,,,1938,1688.0,0-0,0-0,,,
1209,1210,VishnuVardhan,IND,31.0,1987.07.27,2008.0,84.0,188.0,"Right-Handed,Two-Handed",17.0,9.0,59.0,72.0,37.0,15.0,27.0,30.0,63.0,58.0,22.0,42.0,8.0,25.0,31.0,6.0,29.0,43.0,224046,2705.0,1-4,0-0,C.V.Nagraj&amp;SoniaVardhan,"Secuderabad,India","Secuderabad,India"
1210,1211,ValentinVacherot,FRA,19.0,1998.11.16,,,,,,,,,,,,,,,,,,,,,,,7764,1250.0,0-0,0-0,,,
1211,1212,DanielCukierman,ISR,23.0,1995.07.09,,70.0,,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,22382,1420.0,0-1,0-0,,"TelAviv,Israel",Israel
1212,1213,BrandonHolt,USA,20.0,1998.04.06,,82.0,185.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,11800,2460.0,0-0,0-0,,RollingHills,RollingHills
1213,1214,NaokiTajima,JPN,17.0,2000.09.21,,76.0,173.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,1924,1558.0,0-0,0-0,,"Kumamoto,Japan",Tokyo
1214,1215,CameronSilverman,USA,26.0,1992.05.11,,79.0,185.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,23625,,0-0,0-0,,Irvington,"NewYork,NY"
1215,1216,ViktorFilipenko,HUN,26.0,1991.09.25,,,,,,,,,,,,,,,,,,,,,,,28090,,0-3,0-0,,,
1216,1217,KyrianJacquet,FRA,17.0,2001.05.11,,,,,,,,,,,,,,,,,,,,,,,1636,1540.0,0-0,0-0,,,
1217,1218,AlbertoColasSanchez,ESP,18.0,2000.05.19,,,,,,,,,,,,,,,,,,,,,,,2538,946.0,0-0,0-0,,,
1218,1219,HaoWu,CHN,21.0,1997.02.14,,83.0,191.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,10679,2198.0,0-0,0-0,,"Xuzhou,China","Jiangsu,China"
1219,1220,TomasMachac,CZE,17.0,2000.10.13,,,,,,,,,,,,,,,,,,,,,,,2300,1550.0,0-0,0-0,,,
1220,1221,DuarteVale,POR,19.0,1999.01.11,,74.0,183.0,,,,,,,,,,,,,,,,,,,,5678,1372.0,0-0,0-0,,,
1221,1222,Teodor-DacianCraciun,ROU,38.0,1980.06.06,,81.0,170.0,"Right-Handed,Unknown",,,,,,,,,,,,,,,,,,,135507,852.0,0-0,0-0,,RmValcea,Bucharest
1222,1223,ErosSiringo,ITA,27.0,1991.05.21,,,,,,,,,,,,,,,,,,,,,,,11274,774.0,0-0,0-0,,,
1223,1224,TheoFournerie,FRA,21.0,1997.03.06,,,,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,26743,,0-0,0-0,,,
1224,1225,JeffreySchorsch,USA,23.0,1995.02.11,,79.0,188.0,"Left-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,6377,156.0,0-0,0-0,,Toledo,Perrysburg
1225,1226,AndreaBolla,ITA,19.0,1998.10.28,,,,,,,,,,,,,,,,,,,,,,,3556,414.0,0-0,0-0,,,
1226,1227,MarcusWillis,GBR,27.0,1990.10.09,2007.0,91.0,191.0,"Left-Handed,Two-Handed",23.0,14.0,62.0,69.0,43.0,32.0,81.0,26.0,77.0,59.0,33.0,44.0,11.0,45.0,27.0,19.0,37.0,50.0,219458,1024.0,1-1,0-0,MattSmith,"Slough,GreatBritain","Warwick,GreatBritain"
1227,1228,NicolasRosenzweig,FRA,32.0,1986.01.17,,,,,,,,,,,,,,,,,,,,,,,31559,1550.0,0-0,0-0,,,
1228,1229,JensonBrooksby,USA,17.0,2000.10.26,,64.0,185.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,4044,1640.0,0-0,0-0,JosephGilbert,"Sacramento,CA,USA","Carmichael,CA,USA"
1229,1230,RamKapach,ISR,21.0,1997.01.28,,,,,,,,,,,,,,,,,,,,,,,11296,830.0,0-0,0-0,,,
1230,1231,SiddharthVishwakarma,IND,23.0,1994.10.07,,74.0,188.0,"Left-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,7036,1524.0,0-0,0-0,Mr.Kamleshshukla,"Varanasi,India","Varanasi,India"
1231,1232,IvanSabanov,CRO,26.0,1992.06.25,,73.0,178.0,"Right-Handed,One-Handed",,,,,,,,,,,,,,,,,,,47280,1430.0,0-0,0-0,AleksandarSabanov,"Subotica,Serbia","Osijek,Croatia"
1232,1233,AndreGoransson,SWE,24.0,1994.04.30,,86.0,188.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,22234,1922.0,0-0,0-0,ScottKintz,"Rang,Sweden","Hollviken,Sweden"
1233,1234,PolMartinTiffon,ESP,19.0,1999.07.30,,,,,,,,,,,,,,,,,,,,,,,2812,1974.0,0-0,0-0,,,
1234,1235,AdamChadaj,POL,34.0,1984.05.01,2001.0,72.0,178.0,"Left-Handed,Unknown",3.0,9.0,64.0,63.0,45.0,16.0,56.0,23.0,70.0,56.0,37.0,51.0,16.0,50.0,24.0,33.0,43.0,50.0,153623,624.0,3-1,0-0,,warsaw,Warsaw
1235,1236,GabrielDonev,BUL,22.0,1996.06.29,,,,,,,,,,,,,,,,,,,,,,,9787,1758.0,0-0,0-0,,,
1236,1237,JoyVigani,ITA,21.0,1996.10.12,,87.0,191.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,7470,2174.0,0-0,0-0,PiattiTennisTeam,"Bolzano,Italy",Bressanone
1237,1238,JonathanChang,USA,27.0,1991.08.11,,77.0,183.0,"Right-Handed,Unknown",,,,,,,,,,,,,,,,,,,10920,950.0,0-0,0-0,,"Houston,TX,U.S.A","Houston,TX,U.S.A"
1238,1239,HugoGaston,FRA,17.0,2000.09.26,,,,,4.0,1.0,47.0,62.0,38.0,6.0,33.0,8.0,50.0,49.0,17.0,33.0,0.0,0.0,8.0,0.0,24.0,38.0,28503,16954.0,0-1,0-1,,,
1239,1240,Petru-AlexandruLuncanu,ROU,29.0,1989.05.07,2005.0,80.0,185.0,"Left-Handed,Two-Handed",0.0,8.0,60.0,59.0,43.0,26.0,65.0,21.0,57.0,53.0,20.0,44.0,6.0,17.0,22.0,5.0,27.0,42.0,148371,1372.0,0-4,0-0,AdyAyram,"Bucharest,Romania","Bucharest,Romania"
1240,1241,ChristofferSolberg,SWE,24.0,1994.02.01,,70.0,175.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,14334,1836.0,0-0,0-0,,"Stockholm,Sweden","Stockholm,Sweden"
1241,1242,SergioBarranco,ESP,25.0,1993.04.02,,,,"Left-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,7458,672.0,0-0,0-0,,,
1242,1243,DanePropoggia,AUS,28.0,1990.04.24,,,,,,,,,,,,,,,,,,,,,,,151465,1938.0,0-0,0-0,,,
1243,1244,QuimSorniChavarria,ESP,21.0,1997.04.02,,,,,,,,,,,,,,,,,,,,,,,9784,570.0,0-0,0-0,,,
1244,1245,AlenRogic-Hadzalic,CRO,21.0,1997.04.21,,,,,,,,,,,,,,,,,,,,,,,4957,1140.0,0-0,0-0,,,
1245,1246,PabloIrigarayGuarne,ESP,21.0,1997.02.18,,73.0,175.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,5980,1788.0,0-0,0-0,KikeHuelin,Barbastro,Lleida
1246,1247,PhilippSchroll,AUT,22.0,1996.06.12,,,,,,,,,,,,,,,,,,,,,,,7746,2148.0,0-0,0-0,,,
1247,1248,PaulCayre,FRA,23.0,1995.04.26,,,,,,,,,,,,,,,,,,,,,,,13741,1880.0,0-0,0-0,,,
1248,1249,LouisChaix,FRA,23.0,1995.05.14,,,,,,,,,,,,,,,,,,,,,,,9699,1742.0,0-0,0-0,,,
1249,1250,ManfredFellin,ITA,21.0,1997.02.24,,68.0,180.0,"Right-Handed,One-Handed",,,,,,,,,,,,,,,,,,,6212,1398.0,0-0,0-0,MattiaCeruti,Milano,Monza
1250,1251,LorenzoGagliardo,ARG,18.0,2000.06.27,,,,,,,,,,,,,,,,,,,,,,,2742,1038.0,0-0,0-0,,,
1251,1252,AndresGabrielCiurletti,ITA,20.0,1998.01.04,,72.0,175.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,8648,1010.0,0-0,0-0,GabrielAndreaCiurletti,CiudadAutónomadeBuenos,Livorno-Italia
1252,1253,JoelCannell,GBR,20.0,1997.11.27,,80.0,185.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,12215,1898.0,0-0,0-0,EricScherer,"Harlow,England",UK
1253,1254,CollinJohns,USA,25.0,1993.06.15,,75.0,180.0,"Ambidextrous,Unknown",,,,,,,,,,,,,,,,,,,19894,1892.0,0-0,0-0,,"Columbus,OH,USA",USA
1254,1255,YuHsiangChiu,TPE,23.0,1994.11.05,,78.0,180.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,13900,2312.0,0-0,0-0,,Kaohsiuang,
1255,1256,FrancoFeitt,ARG,26.0,1992.09.03,,83.0,193.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,23467,1520.0,0-0,0-0,JuanPabloBrzezicki,"RioGallegos,Argentina","BuenosAires,Argentina"
1256,1257,CaioSilva,BRA,26.0,1991.10.15,,81.0,180.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,58739,726.0,0-0,0-0,AndréWatanabe,"Santos,Brazil","Santos,Brazil"
1257,1258,AlekseiKhomich,BLR,21.0,1997.01.10,,80.0,191.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,8846,1726.0,0-0,0-0,PetrenkoAlexey,"Minsk,Belarus",Belarus
1258,1259,AlejandroMendoza,BOL,28.0,1990.02.02,,80.0,183.0,"Right-Handed,Unknown",,,,,,,,,,,,,,,,,,,23986,934.0,0-1,0-1,JavierMendoza,"LaPaz,Bolivia",
1259,1260,FernandoBogajo,ESP,25.0,1992.10.12,,,,,,,,,,,,,,,,,,,,,,,7884,2176.0,0-0,0-0,,,
1260,1261,SkylerButts,HKG,24.0,1993.09.18,,79.0,178.0,"Right-Handed,Unknown",,,,,,,,,,,,,,,,,,,7802,2298.0,1-0,1-0,,"Ocala,Florida","SantaAna,California"
1261,1262,MarcDijkhuizen,NED,22.0,1996.04.01,,,,"Left-Handed,Unknown",,,,,,,,,,,,,,,,,,,15421,1920.0,0-0,0-0,,,
1262,1263,LuisFaria,POR,19.0,1999.07.18,,,,,,,,,,,,,,,,,,,,,,,9855,2906.0,0-0,0-0,,,
1263,1264,FlorianFallert,GER,26.0,1992.05.25,,73.0,183.0,"Right-Handed,Unknown",,,,,,,,,,,,,,,,,,,51284,2230.0,0-0,0-0,,Tübingen,"Lichtenstein,Germany"
1264,1265,FerminTenti,ARG,21.0,1997.06.14,,74.0,180.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,6168,2076.0,0-0,0-0,,"LaPlata,Argentina",
1265,1266,AlfredoPerez,USA,21.0,1997.05.22,,,,,,,,,,,,,,,,,,,,,,,4954,1160.0,0-0,0-0,,,
1266,1267,FilipCristianJianu,ROU,16.0,2001.09.18,,70.0,180.0,"Right-Handed,Unknown",,,,,,,,,,,,,,,,,,,2282,1146.0,0-0,0-0,,Bucharest,Bucharest
1267,1268,JoshHagar,USA,24.0,1994.02.23,,66.0,173.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,4604,430.0,0-0,0-0,,"Austin,TX,USA","Austin,TX,USA"
1268,1269,PetrArkhipov,RUS,23.0,1994.12.12,,,,,,,,,,,,,,,,,,,,,,,3244,516.0,0-0,0-0,,,
1269,1270,Young-HoonJeong,KOR,29.0,1989.07.28,,,,,,,,,,,,,,,,,,,,,,,7726,868.0,0-0,0-0,,,
1270,1271,KarlKiurSaar,EST,22.0,1996.04.21,,,,,,,,,,,,,,,,,,,,,,,3242,696.0,0-0,0-0,,,
1271,1272,AnthonyJackieTang,HKG,19.0,1998.11.26,,,,,,,,,,,,,,,,,,,,,,,4324,1316.0,1-0,1-0,,,
1272,1273,FranciscoCerundolo,ARG,20.0,1998.08.13,,78.0,185.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,3228,852.0,0-0,0-0,,"BuenosAires,Argentina","Argentina,BuenosAires"
1273,1274,RyanGoetz,USA,18.0,1999.12.16,,,,,,,,,,,,,,,,,,,,,,,2270,1110.0,0-0,0-0,,,
1274,1275,AdamMoundir,SUI,23.0,1995.04.26,,95.0,191.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,2194,1110.0,0-0,0-0,,SaintLouis,Switzerland
1275,1276,ZakharTrapeznikov,RUS,20.0,1998.04.07,,,,,,,,,,,,,,,,,,,,,,,1864,1214.0,0-0,0-0,,,
1276,1277,ColinMarkes,USA,21.0,1997.03.01,,,,,,,,,,,,,,,,,,,,,,,2384,1940.0,0-0,0-0,,,
1277,1278,JorgeMontero,CHI,27.0,1990.09.21,,,,,,,,,,,,,,,,,,,,,,,50462,312.0,0-0,0-0,,,
1278,1279,ConstantinSchmitz,GER,23.0,1995.05.24,,,,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,3200,1282.0,0-0,0-0,,,
1279,1280,KarloKranic,CRO,19.0,1999.04.23,,,,,,,,,,,,,,,,,,,,,,,1452,930.0,0-0,0-0,,,
1280,1281,Jung-WoongNa,KOR,25.0,1992.10.31,,,,,,,,,,,,,,,,,,,,,,,42063,2592.0,0-1,0-0,,,
1281,1282,EzekielClark,USA,20.0,1998.07.19,,66.0,170.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,8360,1940.0,0-0,0-0,,Tulsa,"Tulsa,Oklahoma"
1282,1283,AlexanderLebedev,USA,21.0,1997.03.29,,84.0,191.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,3400,2200.0,0-0,0-0,ThomBilladeau,"Oceanside,NewYork","PalmSprings,CA"
1283,1284,IgnasiDeRuedaDeGenover,ESP,20.0,1998.02.11,,75.0,183.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,2576,1604.0,0-0,0-0,,"Barcelona,Spain","Barcelona,Spain"
1284,1285,ImranAswat,GBR,23.0,1995.05.27,,,,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,12738,1422.0,0-0,0-0,,,
1285,1286,AndreaBessire,ITA,19.0,1999.04.25,,,,,,,,,,,,,,,,,,,,,,,3216,1110.0,0-0,0-0,,,
1286,1287,JakeDouglas,USA,22.0,1996.05.09,,73.0,178.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,3264,690.0,0-0,0-0,,Torrance,RollingHillsCA
1287,1288,KevinGriekspoor,NED,27.0,1991.01.10,,82.0,193.0,"Right-Handed,One-Handed",,,,,,,,,,,,,,,,,,,26730,,0-0,0-0,KristofVliegen,"Haarlem,Netherlands","NieuwVennep,Netherlands"
1288,1289,FernandoRomboli,BRA,29.0,1989.01.04,2006.0,81.0,180.0,"Right-Handed,One-Handed",1.0,3.0,55.0,59.0,46.0,6.0,33.0,9.0,56.0,53.0,20.0,45.0,1.0,100.0,9.0,11.0,31.0,42.0,219836,,0-1,0-0,ElsonLongo,"RiodeJaneiro,Brazil","Guaruja,Brazil"
1289,1290,LukasRuepke,GER,25.0,1993.07.06,,85.0,180.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,16382,586.0,0-0,0-0,LarsGraubohm,"Bremen,Germany","Bremen,Germany"
1290,1291,OllySadler,NZL,22.0,1995.10.11,,81.0,185.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,3790,954.0,0-0,0-0,,Wellington,Wellington
1291,1292,PedroVivesMarcos,ESP,17.0,2001.04.13,,,,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,2958,1422.0,0-0,0-0,,,
1292,1293,MaximilianoEstevez,ARG,29.0,1989.05.18,,82.0,191.0,"Left-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,101690,1118.0,0-0,0-0,LisandroGiraldi,"RioGallegos,Argentina","BuenosAires,Argentina"
1293,1294,SergioLuisHernandezRamirez,COL,19.0,1999.08.28,,68.0,175.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,6524,586.0,0-0,0-0,MiguelTobon,"Medellin,Colombia","Medellin,Colombia"
1294,1295,LucaTomasetto,ITA,22.0,1996.03.31,,,,,,,,,,,,,,,,,,,,,,,5166,1102.0,0-0,0-0,,,
1295,1296,RomanBoychuk,UKR,22.0,1996.01.05,,,,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,3088,1008.0,0-0,0-0,,,
1296,1297,Chan-yeongOh,KOR,20.0,1998.06.27,,72.0,180.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,13824,2670.0,0-0,0-0,Min-KyuHan,Jeju,"Asan-si,Chungcheongnam-do"
1297,1298,JavierPulgar-Garcia,ESP,29.0,1989.04.05,,73.0,,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,32883,594.0,0-0,0-0,,"Madrid,Spain","Madrid,Spain"
1298,1299,AlexandreRotsaert,USA,18.0,1999.10.14,,77.0,183.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,3792,1526.0,0-0,0-0,ErnestoRuizBry,"Atlanta,GA,USA","BocaRaton,FL,USA"
1299,1300,BartStevens,NED,20.0,1998.01.29,,,,"Right-Handed,Unknown",,,,,,,,,,,,,,,,,,,7548,1110.0,0-0,0-0,,,
1300,1301,RemyBertola,SUI,20.0,1998.08.31,,,,"Right-Handed,Unknown",,,,,,,,,,,,,,,,,,,3568,414.0,0-0,0-0,,,
1301,1302,GuyOrlyIradukunda,BDI,22.0,1996.03.21,,,,,,,,,,,,,,,,,,,,,,,8821,2250.0,0-0,0-0,,,
1302,1303,ImanolLopezMorillo,ESP,18.0,1999.11.18,,,,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,3530,1424.0,0-0,0-0,,,
1303,1304,NinoPortales,FRA,21.0,1996.12.28,,,,,,,,,,,,,,,,,,,,,,,8343,1854.0,0-0,0-0,,,
1304,1305,ShunrouTakeshima,JPN,28.0,1990.08.25,,60.0,173.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,19168,1698.0,0-0,0-0,,"Gunma,Japan","Tokyo,Japan"
1305,1306,GabrielCiroDaSilva,BRA,19.0,1999.08.04,,,,,,,,,,,,,,,,,,,,,,,3086,1792.0,0-0,0-0,,,
1306,1307,NicolaGhedin,ITA,29.0,1988.09.26,,74.0,175.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,49265,516.0,0-0,0-0,EnricoBettini,"Treviso,Italy","Treviso,Italy"
1307,1308,GeorgiiKravchenko,UKR,18.0,2000.07.28,,63.0,180.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,2580,1760.0,0-0,0-0,,Kyiv,"Hatne,Ukraine"
1308,1309,DarrenK.Polkinghorne,AUS,25.0,1993.02.26,,70.0,170.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,30448,1002.0,0-0,0-0,,PortLincoln,"Adelaide,Australia"
1309,1310,KristjanTamm,EST,20.0,1998.06.16,,,,,,,,,,,,,,,,,,,,,,,4735,984.0,0-1,0-1,,,
1310,1311,QuentinFolliot,FRA,19.0,1998.12.31,,,,,,,,,,,,,,,,,,,,,,,7580,1476.0,0-0,0-0,,,
1311,1312,NicholasHorton,AUS,23.0,1995.03.18,,,,"Right-Handed,Unknown",,,,,,,,,,,,,,,,,,,8968,2046.0,0-0,0-0,,,
1312,1313,SiphosothandoMontsi,RSA,18.0,1999.11.09,,,,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,2590,1320.0,0-0,0-0,,,
1313,1314,JuanAlejandroHernandez,MEX,19.0,1999.06.23,,70.0,175.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,3803,3047.0,0-0,0-0,,Acapulco,Acapulco
1314,1315,AugustoLaranja,BRA,26.0,1992.04.15,,,,,,,,,,,,,,,,,,,,,,,41125,312.0,0-0,0-0,,,
1315,1316,JodyMaginley,ANT,23.0,1995.06.07,,88.0,193.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,8195,2924.0,0-0,0-0,TaylorDent,St.John's,Antigua
1316,1317,ShaneVinsant,USA,24.0,1993.10.25,,77.0,185.0,"Right-Handed,Unknown",,,,,,,,,,,,,,,,,,,21371,,0-0,0-0,"DaveVinsant,DaveAnderson,SteveDenton","Nacogdoches,TX,USA","Keller,TX,USA"
1317,1318,FilippoBorella,ITA,25.0,1993.07.19,,,,,,,,,,,,,,,,,,,,,,,11466,726.0,0-0,0-0,,,
1318,1319,JiratNavasirisomboon,THA,21.0,1996.11.17,,60.0,175.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,17776,1242.0,4-2,1-2,,"Bangkok,Thailand",Thailand
1319,1320,BenardBrunoNkomba,AUS,18.0,1999.09.08,,65.0,175.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,7488,1780.0,0-0,0-0,,Harare,Australia
1320,1321,GorazdSrbljak,MKD,21.0,1997.08.24,,,,"Left-Handed,Unknown",,,,,,,,,,,,,,,,,,,7700,2072.0,0-0,0-0,,"Skopje,Macedonia",
1321,1322,NicolasXiviller,URU,19.0,1998.11.11,,76.0,180.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,8844,1762.0,1-0,0-0,,"Montevideo,Uruguay",Uruguay
1322,1323,DmitryMnushkin,RUS,22.0,1996.04.29,,,,,,,,,,,,,,,,,,,,,,,11060,1010.0,0-0,0-0,,,
1323,1324,JurgenBriand,FRA,19.0,1999.01.11,,,,"Right-Handed,Unknown",,,,,,,,,,,,,,,,,,,5678,1556.0,0-0,0-0,,,
1324,1325,DaniilKlimov,GER,19.0,1999.03.29,,,,,,,,,,,,,,,,,,,,,,,3144,1296.0,0-0,0-0,,,
1325,1326,AdrianObert,GER,23.0,1995.03.19,,,,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,11966,1398.0,0-0,0-0,,,
1326,1327,AitorSanzLlopis,ESP,23.0,1995.01.06,,,,,,,,,,,,,,,,,,,,,,,6006,414.0,0-0,0-0,,,
1327,1328,MateuszTerczynski,POL,22.0,1996.03.02,,83.0,191.0,"Right-Handed,One-Handed",,,,,,,,,,,,,,,,,,,14531,1658.0,0-0,0-0,DavidZwyrtek/ArekTerczynski,"Wroclaw,Poland","London,UK"
1328,1329,OleksandrBielinskyi,UKR,24.0,1994.05.01,,80.0,185.0,"Right-Handed,Unknown",,,,,,,,,,,,,,,,,,,15092,1092.0,0-0,0-0,,"Cherkasy,Ukraine","Odessa,Ukraine"
1329,1330,GoncaloFalcao,POR,30.0,1988.02.22,,77.0,,"Right-Handed,Unknown",,,,,,,,,,,,,,,,,,,40604,1944.0,0-0,0-0,,Lisboa,"Lisboa,Cascais"
1330,1331,VladimirKorolev,RUS,22.0,1995.09.06,,,,,,,,,,,,,,,,,,,,,,,11895,2152.0,0-0,0-0,,,
1331,1332,SeanHodkin,GBR,19.0,1998.10.31,,90.0,185.0,"Right-Handed,One-Handed",,,,,,,,,,,,,,,,,,,4846,1932.0,0-0,0-0,JustinRevill,"Warsall,England","Scunthorpe,England"
1332,1333,NaruShirafuji,JPN,20.0,1998.04.30,,68.0,175.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,5092,1454.0,0-0,0-0,,"Gojo,Japan",Japan
1333,1334,TimVanTerheijden,NED,28.0,1990.01.20,,,,"Left-Handed,Unknown",,,,,,,,,,,,,,,,,,,29168,828.0,0-0,0-0,,,
1334,1335,CengizAksu,TUR,20.0,1998.07.30,,,,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,7380,1734.0,0-0,0-0,,,
1335,1336,NiklasSchell,GER,19.0,1999.01.03,,,,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,4306,2152.0,0-0,0-0,,,
1336,1337,MertNaciTurker,TUR,20.0,1998.08.16,,,,,,,,,,,,,,,,,,,,,,,11234,1578.0,0-0,0-0,,,
1337,1338,DanDowson,GBR,22.0,1996.05.31,,71.0,178.0,"Right-Handed,Unknown",,,,,,,,,,,,,,,,,,,13576,2832.0,0-0,0-0,,Chichester,"Barcelona,Spain"
1338,1339,EduardGuellBartrina,ESP,19.0,1998.09.06,,,,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,6863,3144.0,0-0,0-0,,,
1339,1340,RaleighSmith,USA,26.0,1991.10.15,,75.0,178.0,"Right-Handed,Unknown",,,,,,,,,,,,,,,,,,,23463,1944.0,0-0,0-0,,"Miami,Fl,USA","Miami,Fl,USA"
1340,1341,KareemAlAllaf,SYR,20.0,1998.03.22,,69.0,180.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,2800,730.0,0-0,0-0,"RossWilson,AmmarAllaf",DoesMoines,Dubai
1341,1342,GergelyMadarasz,HUN,23.0,1994.10.01,,,,,,,,,,,,,,,,,,,,,,,9242,730.0,0-0,0-0,,,
1342,1343,Hsien-YinPeng,TPE,28.0,1989.12.22,,82.0,180.0,"Right-Handed,Unknown",,,,,,,,,,,,,,,,,,,137491,730.0,0-2,0-0,,Taipei,Taipei
1343,1344,YuvalSolomon,USA,19.0,1999.05.14,,77.0,188.0,"Left-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,1260,730.0,0-0,0-0,,MANHASSET,usa
